word,deprel,score
clock,root,0.6811504106900897
clock,root,0.5043602636753399
stove,amod,0.09576447008109698
light,amod,0.014903451940490588
water,pobj,0.30151165826310544
water,pobj,0.10524447521512048
light,root,0.12285614456527395
light,amod,0.021151247754615854
light,root,0.14279007585200876
light,nsubj,0.0388394163485154
light,root,0.03892311629768674
light,pobj,0.13665604382145036
light,nsubj,0.2461026086392185
light,pobj,0.10701765649442974
water,pobj,0.06120733664260891
water,pobj,0.0886945066232787
water,pobj,0.10272039472185236
water,nn,0.06070664654393799
water,pobj,0.05792588325262349
water,pobj,0.1198075154248548
water,pobj,0.04477458338162832
baby,nsubj,0.017553160812849966
baby,nn,0.004059037084621742
baby,conj,0.030364400720573226
baby,nn,0.036726899399153516
baby,conj,0.03401021895438627
baby,nn,0.02545414921138189
zebra,pobj,0.6765142104185166
zebra,root,0.023243548062844788
baby,nn,0.0021434499405872387
zebra,pobj,0.0006979173662086113
zebra,nsubj,0.0002140014712600502
zebra,pobj,0.004121424817964403
zebra,pcomp,0.4739265594562998
water,nn,0.2573984057799179
light,nsubj,0.04577539379307183
clock,nn,0.016715474489528592
clock,root,0.03857698722022096
clock,nn,0.029779619176368063
clock,pobj,0.19616608751336195
clock,nn,0.043387339697782516
clock,root,0.7636590176891149
clock,root,0.7595045765959056
clock,pobj,0.8318015207170227
clock,nsubj,0.6568656694753306
clock,nsubj,0.807321490966389
stove,pobj,0.06224706725619245
light,pobj,0.07377463164525977
water,pobj,0.2491157361941364
water,pobj,0.15354735601486524
water,pobj,0.10270741178686872
water,pobj,0.3330598114427875
zebra,nsubj,0.5270706358158274
zebra,pobj,0.895601060593703
zebra,nn,0.9053212034100266
zebra,nsubj,0.6451897838755585
zebra,pobj,0.6697264823501337
zebra,pobj,0.9171894761663002
zebra,nn,0.7319022351515446
baby,nn,0.08366482014911025
baby,conj,0.0744847655524663
stove,conj,0.05658820435277545
stove,amod,0.17606210208876438
light,pobj,0.04931501734516031
stove,pobj,0.04111481025791197
stove,conj,0.06069304528161167
stove,pobj,0.10937483113716816
stove,amod,0.1974152021523196
stove,conj,0.07307312195226157
stove,amod,0.06855213765910552
stove,pobj,0.018442612524176227
stove,pobj,0.512980917415528
stove,rcmod,0.055131985978611915
stove,npadvmod,0.007223287979759795
clock,nn,0.026014887972590103
clock,nn,0.08331506635058417
light,amod,0.04909194522412552
clock,nn,0.10051599843138724
clock,nn,0.03441672756713732
clock,nn,0.02605803059409839
clock,nn,0.050606374128226
clock,nn,0.138221988933373
clock,nn,0.1720617544089904
clock,root,0.13542961510353602
clock,rcmod,0.3689176668307692
clock,root,0.6294486324670066
clock,nsubj,0.7286878576099755
clock,root,0.6885553894240938
clock,root,0.452133486237173
stove,pobj,0.13352914788667025
stove,nsubj,0.7801459448059742
stove,amod,0.16675304774243538
stove,root,0.3158876585249492
stove,pobj,0.05573871817241372
stove,nsubj,0.4580922851898621
stove,amod,0.1160857608443988
stove,root,0.4035269140162467
water,pobj,0.1485265975501724
water,pobj,0.17134658481054388
water,pobj,0.1174378488096437
light,amod,0.05713261414674575
light,dobj,0.04613109641538715
baby,nsubj,0.03717490095262055
light,conj,0.28263496554909306
light,pobj,0.10190880230134858
water,pobj,0.02332880785097136
water,pobj,0.05468167331006957
water,pobj,0.03884970241808194
water,pobj,0.21179033955260151
water,pobj,0.08136708922643286
water,pobj,0.104359130813777
water,pobj,0.2600503965419679
zebra,root,0.5023640059262698
zebra,root,0.8175453117209363
zebra,root,0.7545578818281155
zebra,nn,0.806160872632573
zebra,nsubj,0.6611372886205642
baby,conj,0.032808410761686724
stove,pobj,0.12389049357320935
stove,pobj,0.16075556377895472
water,pobj,0.2187626885734444
water,pobj,0.18056035069403095
water,pobj,0.4220892599649563
water,pobj,0.7119279605891382
water,pobj,0.050995702212155436
water,dobj,0.15271424018375013
water,pobj,0.012301079022530416
water,conj,0.016033941021272313
clock,root,0.6990272208694495
clock,pobj,0.6297802838267672
clock,root,0.7474974445839152
clock,root,0.6830155621577678
clock,nsubj,0.4841908194497422
stove,conj,0.2071130018341312
stove,amod,0.05266527374952035
clock,root,0.1976581313188811
clock,nn,0.4562422708251238
clock,dobj,0.057759144244012635
clock,root,0.12876566024552538
clock,pobj,0.0033812177645317076
stove,pobj,0.07657613970609134
stove,pobj,0.14551506913997414
light,amod,0.0671173617004861
water,pobj,0.024270415442545268
water,conj,0.11942019696915185
water,pobj,0.0699662196563281
light,amod,0.054520821070203056
light,root,0.24333995027623176
light,root,0.21407514097326566
light,pobj,0.08311177912925771
water,pobj,0.2654866172290422
water,pobj,0.14888390338888424
baby,nn,0.03993441112601537
baby,amod,0.030912569471838517
baby,nn,0.03218406187567069
baby,nsubj,0.2597159216352344
baby,pobj,0.044113186736651766
baby,pobj,0.06601621915283828
